room_18,909.103
room_17,907.498
room_23,319.022
room_31,317.47
room_24,315.59
room_32,311.893
room_27,279.393
room_35,176.344
room_21,175.689
room_43,136.87
room_42,136.861
room_41,134.345
room_44,134.042
room_40,127.981
room_39,126.742
room_37,126.732
room_38,126.633
room_26,125.475
room_28,124.839
room_33,92.897
room_36,92.5834
room_22,92.0152
room_34,91.5573
room_25,35.5246
room_19,35.4269
room_29,33.5664
room_30,33.4308
room_14,33.0756
room_20,32.9507
room_16,32.9372
room_15,32.8471
room_54,25.6762
room_53,25.5833
room_51,25.3548
room_52,24.9918
room_5,14.702
room_6,14.702
room_11,14.5358
room_1,14.1975
room_49,13.0293
room_48,12.9547
room_50,12.8657
room_47,12.7999
room_0,12.5862
room_12,12.5855
room_4,12.5595
room_7,12.3446
room_2,10.5685
room_3,10.1587
room_8,10.1423
room_10,10.0776
room_46,6.91297
room_45,6.50351
room_9,1.50559
room_13,0.862614
