room_61,357.518
room_60,355.267
room_62,349.258
room_63,346.364
room_70,290.415
room_47,287.421
room_45,286.35
room_46,284.904
room_53,279.847
room_56,203.785
room_57,203.159
room_52,182.977
room_51,182.633
room_73,136.87
room_72,136.861
room_71,134.336
room_74,134.042
room_67,133.483
room_68,133.151
room_65,132.06
room_64,131.924
room_69,131.046
room_66,130.338
room_38,91.9692
room_39,91.5573
room_40,73.3579
room_43,72.9824
room_44,32.9962
room_50,32.82
room_48,32.792
room_49,32.7687
room_41,32.3663
room_42,31.5029
room_55,31.241
room_54,30.998
room_59,30.8656
room_58,30.2995
room_18,28.8321
room_12,27.9737
room_28,18.4962
room_8,17.7889
room_78,16.4202
room_76,16.4202
room_77,16.4143
room_75,15.9972
room_15,14.702
room_21,14.702
room_31,14.5358
room_5,14.1975
room_4,12.5862
room_32,12.5855
room_14,12.5595
room_22,12.3446
room_6,10.5685
room_11,10.1587
room_23,10.1423
room_30,10.0776
room_17,8.60478
room_19,8.43021
room_3,6.64252
room_34,6.64252
room_9,6.5324
room_25,6.45883
room_10,6.09448
room_26,6.02672
room_2,4.88452
room_35,4.88452
room_13,2.92424
room_24,2.7838
room_16,2.30775
room_20,2.29319
room_37,1.9796
room_1,1.97089
room_29,1.50559
room_27,1.2871
room_7,1.25356
room_33,0.862614
room_0,0
room_36,0
