room_53,357.282
room_51,355.164
room_54,349.258
room_52,346.364
room_66,290.415
room_43,287.12
room_42,286.35
room_49,284.603
room_48,279.847
room_46,203.637
room_57,202.962
room_47,182.977
room_50,182.633
room_69,136.87
room_68,136.861
room_67,134.336
room_70,134.042
room_63,133.483
room_64,133.151
room_61,132.06
room_60,131.924
room_65,131.046
room_62,130.338
room_36,91.9692
room_38,91.5573
room_39,73.3579
room_41,72.9824
room_58,48.6592
room_59,48.5704
room_55,48.3516
room_56,47.5788
room_45,33.0359
room_44,32.9052
room_35,32.8723
room_34,32.8471
room_37,32.3741
room_40,31.5029
room_16,28.8321
room_10,27.9737
room_26,18.4962
room_6,17.7889
room_13,14.702
room_19,14.702
room_29,14.5358
room_3,14.1975
room_2,12.5862
room_30,12.5855
room_12,12.5595
room_20,12.3446
room_4,10.5685
room_9,10.1587
room_21,10.1423
room_28,10.0776
room_15,8.60478
room_17,8.43021
room_1,6.64252
room_32,6.64252
room_7,6.5324
room_23,6.45883
room_8,6.09448
room_24,6.02672
room_0,4.88452
room_33,4.88452
room_11,2.92424
room_22,2.7838
room_14,2.30775
room_18,2.29319
room_27,1.50559
room_25,1.2871
room_5,1.25356
room_31,0.862614
