room_27,888.118
room_29,885.709
room_36,354.646
room_35,346.36
room_41,343.315
room_37,342.076
room_48,290.415
room_32,179.549
room_31,178.969
room_51,136.87
room_50,136.861
room_49,134.345
room_52,134.042
room_45,133.483
room_46,133.151
room_43,132.06
room_42,131.924
room_47,131.046
room_44,130.338
room_33,91.9692
room_34,91.5573
room_39,73.3579
room_38,72.9824
room_28,36.5886
room_40,36.5045
room_23,33.0756
room_22,32.9507
room_24,32.9439
room_30,32.8471
room_10,28.8321
room_6,27.9737
room_16,18.4962
room_4,17.7889
room_25,16.2556
room_26,15.9972
room_9,14.702
room_11,14.702
room_19,14.5358
room_1,14.1975
room_0,12.5862
room_20,12.5855
room_8,12.5595
room_12,12.3446
room_2,10.5685
room_5,10.1587
room_13,10.1423
room_18,10.0776
room_7,2.92424
room_14,2.7838
room_17,1.50559
room_15,1.2871
room_3,1.25356
room_21,0.862614
